Chromosome,Source,Feature,Start,End,Score,Strand,Frame,gene_id,gene_type,gene_name,level,tag,transcript_id,transcript_type,transcript_name,exon_number,exon_id,transcript_support_level,havana_transcript,hgnc_id,havana_gene,ont,protein_id,ccdsid,artif_dupl,length,ENSEMBL_ID,tx_length
chr1,HAVANA,gene,1425870,1430255,.,+,.,ENSG00000205116.4,protein_coding,TMEM88B,2,,,,,,,,,HGNC:37099,OTTHUMG00000153395.3,,,,,4385,ENSG00000205116,3217
chr1,HAVANA,gene,1429193,1435625,.,-,.,ENSG00000225285.2,lncRNA,LINC01770,1,,,,,,,,,HGNC:52560,OTTHUMG00000002915.2,,,,,6432,ENSG00000225285,2301
chr1,HAVANA,gene,1434860,1442882,.,+,.,ENSG00000179403.12,protein_coding,VWA1,1,,,,,,,,,HGNC:30910,OTTHUMG00000002975.6,,,,,8022,ENSG00000179403,4492
chr1,HAVANA,gene,1449688,1470163,.,+,.,ENSG00000215915.10,protein_coding,ATAD3C,2,,,,,,,,,HGNC:32151,OTTHUMG00000000531.8,,,,,20475,ENSG00000215915,3864
chr1,HAVANA,gene,1471764,1497848,.,+,.,ENSG00000160072.20,protein_coding,ATAD3B,2,,,,,,,,,HGNC:24007,OTTHUMG00000000577.6,,,,,26084,ENSG00000160072,4314
chr1,HAVANA,gene,1503223,1509526,.,+,.,ENSG00000290916.2,lncRNA,ENSG00000290916,2,overlaps_pseudogene,,,,,,,,,,,,,,6303,ENSG00000290916,745
chr1,HAVANA,gene,1503581,1509351,.,+,.,ENSG00000284740.3,transcribed_unprocessed_pseudogene,ENSG00000284740,2,,,,,,,,,,OTTHUMG00000192278.1,,,,,5770,ENSG00000284740,227
chr1,HAVANA,gene,1512161,1534685,.,+,.,ENSG00000197785.14,protein_coding,ATAD3A,2,,,,,,,,,HGNC:25567,OTTHUMG00000000575.7,,,,,22524,ENSG00000197785,2612
chr1,HAVANA,gene,1534777,1540624,.,-,.,ENSG00000205090.10,protein_coding,TMEM240,2,,,,,,,,,HGNC:25186,OTTHUMG00000042193.4,,,,,5847,ENSG00000205090,1381
chr1,HAVANA,gene,1539563,1592377,.,+,.,ENSG00000299413.1,lncRNA,ENSG00000299413,2,,,,,,,,,,,,,,,52814,ENSG00000299413,519
chr1,HAVANA,gene,1541672,1574863,.,-,.,ENSG00000160075.12,protein_coding,SSU72,2,,,,,,,,,HGNC:25016,OTTHUMG00000000576.6,,,,,33191,ENSG00000160075,4176
chr1,HAVANA,gene,1574101,1577075,.,+,.,ENSG00000215014.5,lncRNA,SSU72-AS1,2,,,,,,,,,HGNC:57014,OTTHUMG00000186983.2,,,,,2974,ENSG00000215014,2132
chr1,HAVANA,gene,1583509,1583909,.,-,.,ENSG00000274481.1,processed_pseudogene,ENSG00000274481,2,,,,,,,,,,OTTHUMG00000187518.1,,,,,400,ENSG00000274481,400
chr1,HAVANA,gene,1598011,1600135,.,-,.,ENSG00000228594.4,protein_coding,FNDC10,2,,,,,,,,,HGNC:42951,OTTHUMG00000154864.5,,,,,2124,ENSG00000228594,2124
chr1,HAVANA,gene,1600181,1607327,.,+,.,ENSG00000286989.2,lncRNA,ENSG00000286989,2,,,,,,,,,,OTTHUMG00000195682.1,,,,,7146,ENSG00000286989,1830
chr1,HAVANA,gene,1613757,1615795,.,-,.,ENSG00000272106.1,lncRNA,ENSG00000272106,2,,,,,,,,,,OTTHUMG00000185588.1,,,,,2038,ENSG00000272106,2038
chr1,HAVANA,gene,1615453,1630605,.,+,.,ENSG00000197530.13,protein_coding,MIB2,1,,,,,,,,,HGNC:30577,OTTHUMG00000074647.10,,,,,15152,ENSG00000197530,4247
chr1,HAVANA,gene,1632162,1635263,.,+,.,ENSG00000189409.14,protein_coding,MMP23B,2,,,,,,,,,HGNC:7171,OTTHUMG00000074713.7,,,,,3101,ENSG00000189409,1531
chr1,HAVANA,gene,1635224,1659012,.,-,.,ENSG00000248333.9,protein_coding,CDK11B,2,,,,,,,,,HGNC:1729,OTTHUMG00000078638.6,,,,,23788,ENSG00000248333,2992
chr1,HAVANA,gene,1659026,1662939,.,+,.,ENSG00000272004.2,lncRNA,ENSG00000272004,2,,,,,,,,,,OTTHUMG00000185638.1,,,,,3913,ENSG00000272004,1035
chr1,HAVANA,gene,1659528,1692795,.,-,.,ENSG00000189339.12,protein_coding,SLC35E2B,2,,,,,,,,,HGNC:33941,OTTHUMG00000078639.4,,,,,33267,ENSG00000189339,6434
chr1,HAVANA,gene,1671989,1673411,.,+,.,ENSG00000293187.1,lncRNA,ENSG00000293187,2,overlaps_pseudogene,,,,,,,,,,,,,,1422,ENSG00000293187,1422
chr1,HAVANA,gene,1673274,1674397,.,+,.,ENSG00000269737.3,transcribed_processed_pseudogene,ENSG00000269737,1,overlapping_locus,,,,,,,,,OTTHUMG00000182605.1,,,,,1123,ENSG00000269737,502
chr1,HAVANA,gene,1692527,1701814,.,+,.,ENSG00000310190.1,lncRNA,ENSG00000310190,2,overlaps_pseudogene,,,,,,,,,,,,,,9287,ENSG00000310190,1899
chr1,HAVANA,gene,1698619,1700731,.,-,.,ENSG00000310238.1,lncRNA,ENSG00000310238,2,,,,,,,,,,,,,,,2112,ENSG00000310238,1092
chr1,HAVANA,gene,1699941,1701782,.,+,.,ENSG00000215914.4,transcribed_unprocessed_pseudogene,MMP23A,2,overlapping_locus,,,,,,,,HGNC:7170,OTTHUMG00000000585.6,,,,,1841,ENSG00000215914,1017
chr1,HAVANA,gene,1702378,1724357,.,-,.,ENSG00000008128.23,protein_coding,CDK11A,2,overlapping_locus,,,,,,,,HGNC:1730,OTTHUMG00000000703.16,,,,,21979,ENSG00000008128,2984
chr1,HAVANA,gene,1702735,1737688,.,-,.,ENSG00000268575.1,lncRNA,ENSG00000268575,2,overlapping_locus,,,,,,,,,OTTHUMG00000183552.1,,,,,34953,ENSG00000268575,5079
chr1,HAVANA,gene,1724193,1736519,.,+,.,ENSG00000293188.2,lncRNA,ENSG00000293188,2,overlaps_pseudogene,,,,,,,,,,,,,,12326,ENSG00000293188,1808
chr1,HAVANA,gene,1724837,1745992,.,-,.,ENSG00000290854.2,lncRNA,ENSG00000290854,2,overlaps_pseudogene,,,,,,,,,,,,,,21155,ENSG00000290854,2078
chr1,HAVANA,gene,1734689,1739557,.,-,.,ENSG00000215790.9,transcribed_unprocessed_pseudogene,SLC35E2A,2,overlapping_locus,,,,,,,,HGNC:20863,OTTHUMG00000000823.6,,,,,4868,ENSG00000215790,732
chr1,HAVANA,gene,1735816,1737251,.,+,.,ENSG00000227775.4,transcribed_processed_pseudogene,ENSG00000227775,1,pseudo_consens,,,,,,,,,OTTHUMG00000000825.3,,,,,1435,ENSG00000227775,497
chr1,HAVANA,gene,1751231,1780457,.,-,.,ENSG00000008130.15,protein_coding,NADK,2,,,,,,,,,HGNC:29831,OTTHUMG00000000942.6,,,,,29226,ENSG00000008130,3653
chr1,HAVANA,gene,1783128,1796057,.,+,.,ENSG00000302550.1,lncRNA,ENSG00000302550,2,,,,,,,,,,,,,,,12929,ENSG00000302550,473
chr1,HAVANA,gene,1785284,1892292,.,-,.,ENSG00000078369.19,protein_coding,GNB1,1,,,,,,,,,HGNC:4396,OTTHUMG00000000940.9,,,,,107008,ENSG00000078369,3484
chr1,HAVANA,gene,1891174,1892835,.,+,.,ENSG00000231050.4,lncRNA,GNB1-DT,2,,,,,,,,,HGNC:55772,OTTHUMG00000000941.1,,,,,1661,ENSG00000231050,1140
chr1,HAVANA,gene,1891399,1891754,.,-,.,ENSG00000303984.1,lncRNA,ENSG00000303984,2,overlapping_locus,,,,,,,,,,,,,,355,ENSG00000303984,355
chr1,HAVANA,gene,1906001,1909117,.,-,.,ENSG00000294910.1,lncRNA,ENSG00000294910,2,,,,,,,,,,,,,,,3116,ENSG00000294910,547
chr1,HAVANA,gene,1909316,1910418,.,+,.,ENSG00000306476.1,lncRNA,ENSG00000306476,2,,,,,,,,,,,,,,,1102,ENSG00000306476,331
chr1,HAVANA,gene,1915107,1917296,.,+,.,ENSG00000169885.10,protein_coding,CALML6,1,,,,,,,,,HGNC:24193,OTTHUMG00000000943.3,,,,,2189,ENSG00000169885,1882
chr1,HAVANA,gene,1917589,1919279,.,-,.,ENSG00000178821.13,protein_coding,TMEM52,2,,,,,,,,,HGNC:27916,OTTHUMG00000000944.8,,,,,1690,ENSG00000178821,1118
chr1,HAVANA,gene,1921950,2003837,.,-,.,ENSG00000142609.20,protein_coding,CFAP74,1,confirm_experimentally,,,,,,,,HGNC:29368,OTTHUMG00000000945.17,,,,,81887,ENSG00000142609,5355
chr1,HAVANA,gene,2013197,2019198,.,-,.,ENSG00000233542.3,lncRNA,ENSG00000233542,2,,,,,,,,,,OTTHUMG00000041065.2,,,,,6001,ENSG00000233542,2283
chr1,HAVANA,gene,2019328,2030758,.,+,.,ENSG00000187730.9,protein_coding,GABRD,2,,,,,,,,,HGNC:4084,OTTHUMG00000041064.6,,,,,11430,ENSG00000187730,2393
chr1,HAVANA,gene,2033502,2047450,.,-,.,ENSG00000304958.1,lncRNA,ENSG00000304958,2,,,,,,,,,,,,,,,13948,ENSG00000304958,951
chr1,HAVANA,gene,2049201,2050176,.,-,.,ENSG00000226969.2,lncRNA,PRKCZ-DT,2,,,,,,,,,HGNC:55824,OTTHUMG00000041087.1,,,,,975,ENSG00000226969,846
chr1,HAVANA,gene,2050410,2185395,.,+,.,ENSG00000067606.17,protein_coding,PRKCZ,1,,,,,,,,,HGNC:9412,OTTHUMG00000001238.14,,,,,134985,ENSG00000067606,2385
chr1,HAVANA,gene,2103344,2104917,.,-,.,ENSG00000308181.1,lncRNA,ENSG00000308181,2,,,,,,,,,,,,,,,1573,ENSG00000308181,1139
chr1,HAVANA,gene,2141083,2145279,.,-,.,ENSG00000271806.1,lncRNA,ENSG00000271806,2,,,,,,,,,,OTTHUMG00000185365.1,,,,,4196,ENSG00000271806,4196
chr1,HAVANA,gene,2181793,2184389,.,-,.,ENSG00000182873.5,lncRNA,PRKCZ-AS1,1,,,,,,,,,HGNC:40477,OTTHUMG00000001239.2,,,,,2596,ENSG00000182873,1253
chr1,HAVANA,gene,2184460,2212720,.,-,.,ENSG00000162585.17,protein_coding,FAAP20,2,,,,,,,,,HGNC:26428,OTTHUMG00000001404.8,,,,,28260,ENSG00000162585,4478
chr1,HAVANA,gene,2207045,2208854,.,+,.,ENSG00000304038.1,lncRNA,ENSG00000304038,2,,,,,,,,,,,,,,,1809,ENSG00000304038,973
chr1,HAVANA,gene,2212522,2220738,.,+,.,ENSG00000234396.3,lncRNA,ENSG00000234396,2,,,,,,,,,,OTTHUMG00000001405.2,,,,,8216,ENSG00000234396,326
chr1,HAVANA,gene,2212964,2214206,.,-,.,ENSG00000304143.1,lncRNA,ENSG00000304143,2,,,,,,,,,,,,,,,1242,ENSG00000304143,711
chr1,HAVANA,gene,2227387,2310213,.,+,.,ENSG00000157933.11,protein_coding,SKI,2,,,,,,,,,HGNC:10896,OTTHUMG00000001407.4,,,,,82826,ENSG00000157933,6083
chr1,HAVANA,gene,2300845,2301069,.,-,.,ENSG00000295493.1,lncRNA,ENSG00000295493,2,,,,,,,,,,,,,,,224,ENSG00000295493,224
chr1,HAVANA,gene,2314916,2323085,.,+,.,ENSG00000287356.2,lncRNA,ENSG00000287356,2,,,,,,,,,,OTTHUMG00000193849.2,,,,,8169,ENSG00000287356,5675
chr1,HAVANA,gene,2321252,2391707,.,-,.,ENSG00000116151.14,protein_coding,MORN1,1,overlapping_locus,,,,,,,,HGNC:25852,OTTHUMG00000001402.7,,,,,70455,ENSG00000116151,4764
chr1,HAVANA,gene,2326200,2326693,.,-,.,ENSG00000272161.1,lncRNA,ENSG00000272161,2,overlapping_locus,,,,,,,,,OTTHUMG00000185693.1,,,,,493,ENSG00000272161,493
chr1,HAVANA,gene,2350413,2352820,.,-,.,ENSG00000292993.1,lncRNA,ENSG00000292993,2,overlaps_pseudogene,,,,,,,,,,,,,,2407,ENSG00000292993,2407
chr1,HAVANA,gene,2351643,2351857,.,-,.,ENSG00000269896.3,transcribed_processed_pseudogene,ENSG00000269896,1,overlapping_locus,,,,,,,,,OTTHUMG00000057495.3,,,,,214,ENSG00000269896,214
chr1,HAVANA,gene,2363060,2363628,.,-,.,ENSG00000272420.1,lncRNA,ENSG00000272420,2,overlapping_locus,,,,,,,,,OTTHUMG00000185694.1,,,,,568,ENSG00000272420,568
chr1,HAVANA,gene,2385374,2388508,.,+,.,ENSG00000295371.1,lncRNA,ENSG00000295371,2,,,,,,,,,,,,,,,3134,ENSG00000295371,504
chr1,HAVANA,gene,2391774,2405442,.,+,.,ENSG00000157916.20,protein_coding,RER1,2,,,,,,,,,HGNC:30309,OTTHUMG00000001403.6,,,,,13668,ENSG00000157916,3028
chr1,HAVANA,gene,2403963,2413797,.,-,.,ENSG00000157911.11,protein_coding,PEX10,1,,,,,,,,,HGNC:8851,OTTHUMG00000001637.9,,,,,9834,ENSG00000157911,2905
chr1,HAVANA,gene,2425979,2505532,.,+,.,ENSG00000149527.18,protein_coding,PLCH2,2,,,,,,,,,HGNC:29037,OTTHUMG00000000719.6,,,,,79553,ENSG00000149527,6986
chr1,HAVANA,gene,2492299,2493258,.,-,.,ENSG00000224387.1,lncRNA,ENSG00000224387,1,,,,,,,,,,OTTHUMG00000000720.1,,,,,959,ENSG00000224387,455
chr1,HAVANA,gene,2493436,2494479,.,-,.,ENSG00000229393.1,lncRNA,ENSG00000229393,1,,,,,,,,,,OTTHUMG00000000721.1,,,,,1043,ENSG00000229393,514
chr1,HAVANA,gene,2508536,2526597,.,-,.,ENSG00000157881.16,protein_coding,PANK4,2,,,,,,,,,HGNC:19366,OTTHUMG00000000791.7,,,,,18061,ENSG00000157881,2641
chr1,HAVANA,gene,2528744,2530263,.,-,.,ENSG00000197921.6,protein_coding,HES5,2,,,,,,,,,HGNC:19764,OTTHUMG00000000793.2,,,,,1519,ENSG00000197921,1324
chr1,HAVANA,gene,2530063,2547878,.,+,.,ENSG00000272449.4,lncRNA,ENSG00000272449,2,,,,,,,,,,OTTHUMG00000185639.2,,,,,17815,ENSG00000272449,1590
chr1,HAVANA,gene,2540860,2557059,.,-,.,ENSG00000238164.7,lncRNA,TNFRSF14-AS1,2,,,,,,,,,HGNC:26966,OTTHUMG00000000818.3,,,,,16199,ENSG00000238164,3624
chr1,HAVANA,gene,2550556,2552503,.,+,.,ENSG00000307979.1,lncRNA,ENSG00000307979,2,,,,,,,,,,,,,,,1947,ENSG00000307979,1640
chr1,HAVANA,gene,2555638,2565382,.,+,.,ENSG00000157873.18,protein_coding,TNFRSF14,2,,,,,,,,,HGNC:11912,OTTHUMG00000000792.18,,,,,9744,ENSG00000157873,4255
chr1,HAVANA,gene,2566409,2569888,.,+,.,ENSG00000225931.3,TEC,ENSG00000225931,2,,,,,,,,,,OTTHUMG00000158429.2,,,,,3479,ENSG00000225931,1297
chr1,HAVANA,gene,2576209,2580567,.,-,.,ENSG00000307958.1,lncRNA,ENSG00000307958,2,,,,,,,,,,,,,,,4358,ENSG00000307958,1339
chr1,HAVANA,gene,2577042,2584553,.,+,.,ENSG00000228037.2,lncRNA,ENSG00000228037,1,,,,,,,,,,OTTHUMG00000000819.1,,,,,7511,ENSG00000228037,1500
chr1,HAVANA,gene,2585589,2586283,.,+,.,ENSG00000289610.3,lncRNA,ENSG00000289610,2,,,,,,,,,,,,,,,694,ENSG00000289610,694
chr1,HAVANA,gene,2586490,2591469,.,+,.,ENSG00000157870.17,protein_coding,PRXL2B,2,,,,,,,,,HGNC:28390,OTTHUMG00000000847.6,,,,,4979,ENSG00000157870,2827
chr1,HAVANA,gene,2590638,2633016,.,-,.,ENSG00000142606.16,protein_coding,MMEL1,2,,,,,,,,,HGNC:14668,OTTHUMG00000000846.5,,,,,42378,ENSG00000142606,2879
chr1,HAVANA,gene,2628687,2636624,.,+,.,ENSG00000237058.2,lncRNA,MMEL1-AS1,1,,,,,,,,,HGNC:40695,OTTHUMG00000039631.1,,,,,7937,ENSG00000237058,950
chr1,HAVANA,gene,2636985,2801693,.,-,.,ENSG00000215912.13,protein_coding,TTC34,2,,,,,,,,,HGNC:34297,OTTHUMG00000000539.10,,,,,164708,ENSG00000215912,7780
chr1,HAVANA,gene,2768090,2784733,.,+,.,ENSG00000285945.1,lncRNA,ENSG00000285945,2,overlapping_locus,,,,,,,,,OTTHUMG00000192792.2,,,,,16643,ENSG00000285945,593
chr1,HAVANA,gene,2773602,2776473,.,+,.,ENSG00000283259.1,lncRNA,ENSG00000283259,2,,,,,,,,,,OTTHUMG00000191647.1,,,,,2871,ENSG00000283259,1565
chr1,HAVANA,gene,2811849,2812692,.,-,.,ENSG00000233234.1,lncRNA,ENSG00000233234,1,,,,,,,,,,OTTHUMG00000000564.1,,,,,843,ENSG00000233234,607
chr1,HAVANA,gene,2814019,2817789,.,+,.,ENSG00000287396.2,lncRNA,ENSG00000287396,2,,,,,,,,,,OTTHUMG00000194322.1,,,,,3770,ENSG00000287396,721
chr1,HAVANA,gene,2814431,2814998,.,-,.,ENSG00000231630.1,lncRNA,ENSG00000231630,2,,,,,,,,,,OTTHUMG00000000565.1,,,,,567,ENSG00000231630,429
chr1,HAVANA,gene,2822158,2823360,.,+,.,ENSG00000302855.1,lncRNA,ENSG00000302855,2,,,,,,,,,,,,,,,1202,ENSG00000302855,774
chr1,HAVANA,gene,2855193,2855996,.,-,.,ENSG00000295089.1,lncRNA,ENSG00000295089,2,,,,,,,,,,,,,,,803,ENSG00000295089,503
chr1,HAVANA,gene,2873652,2875675,.,-,.,ENSG00000300015.1,lncRNA,ENSG00000300015,2,,,,,,,,,,,,,,,2023,ENSG00000300015,523
chr1,HAVANA,gene,2960354,2968707,.,-,.,ENSG00000284745.2,lncRNA,ENSG00000284745,2,,,,,,,,,,OTTHUMG00000192279.1,,,,,8353,ENSG00000284745,2120
chr1,HAVANA,gene,3021466,3022903,.,+,.,ENSG00000169717.7,protein_coding,ACTRT2,2,retrogene,,,,,,,,HGNC:24026,OTTHUMG00000000562.2,,,,,1437,ENSG00000169717,1437
chr1,HAVANA,gene,3059563,3070251,.,-,.,ENSG00000177133.15,lncRNA,PRDM16-DT,2,,,,,,,,,HGNC:48664,OTTHUMG00000000563.4,,,,,10688,ENSG00000177133,4247
chr1,HAVANA,gene,3069167,3438621,.,+,.,ENSG00000142611.17,protein_coding,PRDM16,1,overlapping_locus,,,,,,,,HGNC:14000,OTTHUMG00000000581.10,,,,,369454,ENSG00000142611,8698
chr1,ENSEMBL,gene,3127974,3128035,.,+,.,ENSG00000283572.1,miRNA,MIR4251,3,,,,,,,,,HGNC:38370,,,,,,61,ENSG00000283572,61
chr1,HAVANA,gene,3132926,3133709,.,-,.,ENSG00000226286.1,lncRNA,ENSG00000226286,2,,,,,,,,,,OTTHUMG00000000624.1,,,,,783,ENSG00000226286,469
chr1,HAVANA,gene,3161275,3167152,.,-,.,ENSG00000306427.1,lncRNA,ENSG00000306427,2,,,,,,,,,,,,,,,5877,ENSG00000306427,649
chr1,HAVANA,gene,3205987,3208664,.,+,.,ENSG00000279839.1,TEC,ENSG00000279839,2,overlapping_locus,,,,,,,,,OTTHUMG00000185775.1,,,,,2677,ENSG00000279839,2677
chr1,HAVANA,gene,3211010,3213146,.,-,.,ENSG00000306439.1,lncRNA,ENSG00000306439,2,,,,,,,,,,,,,,,2136,ENSG00000306439,655
chr1,HAVANA,gene,3306635,3310096,.,-,.,ENSG00000272235.1,lncRNA,ENSG00000272235,2,,,,,,,,,,OTTHUMG00000185641.1,,,,,3461,ENSG00000272235,3461
chr1,HAVANA,gene,3312740,3323149,.,-,.,ENSG00000287828.2,lncRNA,ENSG00000287828,2,,,,,,,,,,OTTHUMG00000195724.1,,,,,10409,ENSG00000287828,1014
chr1,HAVANA,gene,3367814,3373928,.,-,.,ENSG00000286518.1,lncRNA,ENSG00000286518,2,,,,,,,,,,OTTHUMG00000195708.1,,,,,6114,ENSG00000286518,2784
chr1,HAVANA,gene,3439153,3441727,.,-,.,ENSG00000295754.1,lncRNA,ENSG00000295754,2,,,,,,,,,,,,,,,2574,ENSG00000295754,730
chr1,HAVANA,gene,3453402,3454339,.,-,.,ENSG00000297626.1,lncRNA,ENSG00000297626,2,,,,,,,,,,,,,,,937,ENSG00000297626,744
chr1,HAVANA,gene,3454664,3481113,.,+,.,ENSG00000130762.15,protein_coding,ARHGEF16,2,,,,,,,,,HGNC:15515,OTTHUMG00000000625.5,,,,,26449,ENSG00000130762,2822
chr1,HAVANA,gene,3487245,3487627,.,+,.,ENSG00000272088.1,lncRNA,ENSG00000272088,2,,,,,,,,,,OTTHUMG00000185642.1,,,,,382,ENSG00000272088,382
chr1,HAVANA,gene,3487950,3611508,.,-,.,ENSG00000162591.17,protein_coding,MEGF6,2,ncRNA_host,,,,,,,,HGNC:3232,OTTHUMG00000000611.8,,,,,123558,ENSG00000162591,7443
chr1,ENSEMBL,gene,3560694,3560790,.,-,.,ENSG00000207776.1,miRNA,MIR551A,3,,,,,,,,,HGNC:32806,,,,,,96,ENSG00000207776,96
chr1,HAVANA,gene,3619642,3622906,.,+,.,ENSG00000309127.1,lncRNA,ENSG00000309127,2,,,,,,,,,,,,,,,3264,ENSG00000309127,381
chr1,HAVANA,gene,3620738,3624787,.,-,.,ENSG00000238260.4,lncRNA,ENSG00000238260,2,,,,,,,,,,OTTHUMG00000000613.1,,,,,4049,ENSG00000238260,1930
chr1,HAVANA,gene,3625014,3630127,.,+,.,ENSG00000158109.15,protein_coding,TPRG1L,2,,,,,,,,,HGNC:27007,OTTHUMG00000000609.2,,,,,5113,ENSG00000158109,2401
chr1,HAVANA,gene,3630766,3652761,.,-,.,ENSG00000116213.16,protein_coding,WRAP73,1,,,,,,,,,HGNC:12759,OTTHUMG00000000612.6,,,,,21995,ENSG00000116213,6089
chr1,HAVANA,gene,3652515,3736201,.,+,.,ENSG00000078900.16,protein_coding,TP73,1,,,,,,,,,HGNC:12003,OTTHUMG00000000610.7,,,,,83686,ENSG00000078900,5200
chr1,HAVANA,gene,3658937,3668772,.,-,.,ENSG00000227589.1,lncRNA,TP73-AS3,1,,,,,,,,,HGNC:40590,OTTHUMG00000041605.1,,,,,9835,ENSG00000227589,754
chr1,HAVANA,gene,3712199,3714298,.,-,.,ENSG00000235131.1,lncRNA,TP73-AS2,2,,,,,,,,,HGNC:40591,OTTHUMG00000003412.1,,,,,2099,ENSG00000235131,351
chr1,HAVANA,gene,3735510,3747373,.,-,.,ENSG00000293478.2,lncRNA,GFOD3P,2,overlaps_pseudogene,,,,,,,,HGNC:29052,,,,,,11863,ENSG00000293478,6358
chr1,ENSEMBL,gene,3736942,3737103,.,+,.,ENSG00000276189.1,misc_RNA,ENSG00000276189,3,,,,,,,,,,,,,,,161,ENSG00000276189,161
chr1,HAVANA,gene,3738433,3746742,.,-,.,ENSG00000227372.13,transcribed_unitary_pseudogene,GFOD3P,2,,,,,,,,,HGNC:29052,OTTHUMG00000003414.6,,,,,8309,ENSG00000227372,1455
chr1,HAVANA,gene,3746459,3771645,.,+,.,ENSG00000162592.10,protein_coding,CCDC27,2,,,,,,,,,HGNC:26546,OTTHUMG00000003504.5,,,,,25186,ENSG00000162592,2685
chr1,HAVANA,gene,3750340,3752342,.,-,.,ENSG00000296834.1,lncRNA,ENSG00000296834,2,,,,,,,,,,,,,,,2002,ENSG00000296834,657
chr1,HAVANA,gene,3772748,3775982,.,+,.,ENSG00000235169.11,protein_coding,SMIM1,1,,,,,,,,,HGNC:44204,OTTHUMG00000003505.7,,,,,3234,ENSG00000235169,547
chr1,HAVANA,gene,3778558,3796498,.,-,.,ENSG00000130764.10,protein_coding,LRRC47,2,,,,,,,,,HGNC:29207,OTTHUMG00000003506.4,,,,,17940,ENSG00000130764,4303
chr1,ENSEMBL,gene,3782814,3783111,.,+,.,ENSG00000266075.2,misc_RNA,RN7SL574P,3,,,,,,,,,HGNC:46590,,,,,,297,ENSG00000266075,297
chr1,HAVANA,gene,3785007,3785538,.,+,.,ENSG00000272153.1,lncRNA,ENSG00000272153,2,,,,,,,,,,OTTHUMG00000185643.1,,,,,531,ENSG00000272153,531
chr1,HAVANA,gene,3812085,3857396,.,-,.,ENSG00000116198.14,protein_coding,CEP104,2,,,,,,,,,HGNC:24866,OTTHUMG00000003507.6,,,,,45311,ENSG00000116198,7766
chr1,HAVANA,gene,3857266,3885429,.,+,.,ENSG00000169598.17,protein_coding,DFFB,2,,,,,,,,,HGNC:2773,OTTHUMG00000003525.6,,,,,28163,ENSG00000169598,3152
chr1,HAVANA,gene,3889124,3900293,.,-,.,ENSG00000198912.12,protein_coding,C1orf174,2,,,,,,,,,HGNC:27915,OTTHUMG00000003739.2,,,,,11169,ENSG00000198912,3499
chr1,HAVANA,gene,3900186,3917547,.,+,.,ENSG00000236423.9,lncRNA,LINC01134,2,,,,,,,,,HGNC:49449,OTTHUMG00000041129.3,,,,,17361,ENSG00000236423,3116
chr1,HAVANA,gene,3940485,3955262,.,+,.,ENSG00000233304.8,lncRNA,LINC01346,2,,,,,,,,,HGNC:50563,OTTHUMG00000000499.5,,,,,14777,ENSG00000233304,3242
chr1,HAVANA,gene,3944546,3949024,.,-,.,ENSG00000226374.4,lncRNA,LINC01345,1,,,,,,,,,HGNC:50564,OTTHUMG00000000731.4,,,,,4478,ENSG00000226374,1646
chr1,HAVANA,gene,3976132,4093062,.,+,.,ENSG00000284668.3,lncRNA,LINC02780,2,,,,,,,,,HGNC:54300,OTTHUMG00000192281.2,,,,,116930,ENSG00000284668,1259
chr1,HAVANA,gene,4012920,4019843,.,-,.,ENSG00000284703.2,lncRNA,ENSG00000284703,2,,,,,,,,,,OTTHUMG00000192282.1,,,,,6923,ENSG00000284703,5152
chr1,HAVANA,gene,4043674,4046929,.,-,.,ENSG00000296871.1,lncRNA,ENSG00000296871,2,,,,,,,,,,,,,,,3255,ENSG00000296871,1490
chr1,HAVANA,gene,4108077,4108993,.,-,.,ENSG00000308587.1,lncRNA,ENSG00000308587,2,,,,,,,,,,,,,,,916,ENSG00000308587,915
chr1,HAVANA,gene,4175527,4175899,.,-,.,ENSG00000229280.1,processed_pseudogene,EEF1DP6,1,pseudo_consens,,,,,,,,HGNC:51456,OTTHUMG00000000732.1,,,,,372,ENSG00000229280,372
chr1,HAVANA,gene,4224705,4228239,.,-,.,ENSG00000301255.1,lncRNA,ENSG00000301255,2,,,,,,,,,,,,,,,3534,ENSG00000301255,439
chr1,HAVANA,gene,4267344,4269793,.,-,.,ENSG00000299169.1,lncRNA,ENSG00000299169,2,,,,,,,,,,,,,,,2449,ENSG00000299169,1807
chr1,HAVANA,gene,4317881,4319668,.,-,.,ENSG00000302287.1,lncRNA,ENSG00000302287,2,,,,,,,,,,,,,,,1787,ENSG00000302287,547
chr1,HAVANA,gene,4412026,4424689,.,+,.,ENSG00000235054.5,lncRNA,LINC01777,2,,,,,,,,,HGNC:52567,OTTHUMG00000000733.13,,,,,12663,ENSG00000235054,2077
chr1,HAVANA,gene,4460525,4463221,.,-,.,ENSG00000306535.1,lncRNA,ENSG00000306535,2,,,,,,,,,,,,,,,2696,ENSG00000306535,1051
chr1,HAVANA,gene,4479130,4484375,.,-,.,ENSG00000284694.1,lncRNA,ENSG00000284694,2,,,,,,,,,,OTTHUMG00000192283.1,,,,,5245,ENSG00000284694,3402
chr1,HAVANA,gene,4495359,4497501,.,-,.,ENSG00000299517.1,lncRNA,ENSG00000299517,2,,,,,,,,,,,,,,,2142,ENSG00000299517,976
chr1,HAVANA,gene,4551734,4552145,.,-,.,ENSG00000227169.2,lncRNA,ENSG00000227169,2,,,,,,,,,,OTTHUMG00000000646.2,,,,,411,ENSG00000227169,356
